price,bed,bath,carport,surface_area(m2),building_area(m2),location
675000000.0,2,1,1,121.0,45.0,3
4500000000.0,6,4,2,334.0,250.0,3
2350000000.0,3,2,1,213.0,147.0,4
2350000000.0,4,3,10,184.0,160.0,4
999000000.0,3,4,1,103.0,100.0,3
2500000000.0,4,3,4,957.0,200.0,3
350000000.0,2,1,1,104.0,50.0,4
730000000.0,3,2,1,100.0,80.0,3
1300000000.0,3,2,1,134.0,120.0,3
1500000000.0,3,2,1,148.0,120.0,4
1250000000.0,3,2,1,200.0,120.0,3
1500000000.0,5,3,1,158.0,220.0,3
1100000000.0,3,2,1,160.0,120.0,3
592000000.0,2,1,1,104.0,50.0,3
2650000000.0,4,3,1,189.0,210.0,4
720000000.0,2,1,1,126.0,58.0,4
9500000000.0,4,3,2,999.7599999999998,120.0,4
1900000000.0,5,5,4,166.0,150.0,4
9987999999.999989,6,3,3,998.0,961.5999999999917,4
500000000.0,2,1,1,88.0,55.0,0
1850000000.0,3,3,2,102.0,138.0,3
2750000000.0,2,3,8,579.0,150.0,4
3500000000.0,6,3,1,341.0,300.0,4
2000000000.0,3,2,1,167.0,130.0,4
695000000.0,3,2,1,88.0,80.0,4
5000000000.0,7,3,7,581.0,400.0,4
725000000.0,3,2,1,114.0,71.0,3
450000000.0,2,1,1,75.0,45.0,0
3300000000.0,5,5,1,254.0,200.0,3
9987999999.999989,5,6,4,735.0,961.5999999999917,4
520000000.0,2,1,1,90.0,50.0,3
1500000000.0,5,3,2,185.0,220.0,4
9987999999.999989,22,22,1,405.0,900.0,4
670000000.0,3,2,1,136.0,80.0,4
950000000.0,11,3,1,100.0,190.0,4
980000000.0,6,6,1,100.0,150.0,4
1950000000.0,11,11,2,150.0,160.0,3
1400000000.0,12,12,1,150.0,380.0,0
450000000.0,2,1,1,82.0,50.0,3
4500000000.0,13,13,4,251.0,355.0,3
1450000000.0,6,7,4,150.0,120.0,4
450000000.0,2,1,1,82.0,50.0,4
5700000000.0,7,8,6,482.0,700.0,3
2390000000.0,3,3,2,110.0,70.0,3
3500000000.0,10,9,1,195.0,345.0,4
9987999999.999989,36,36,12,644.0,961.5999999999917,3
1720000000.0,3,2,2,96.0,75.0,3
6500000000.0,18,18,4,210.0,250.0,3
2800000000.0,3,2,1,129.0,163.0,3
790000000.0,3,2,1,75.0,70.0,4
8100000000.0,30,30,5,288.0,760.0,4
235000000.0,2,1,1,73.0,30.0,4
1600000000.0,12,12,4,425.0,425.0,4
675000000.0,2,1,1,85.0,45.0,0
1800000000.0,3,3,2,100.0,118.0,3
850000000.0,2,1,1,125.0,52.0,3
499000000.0,2,1,1,120.0,36.0,3
533000000.0,2,1,1,127.0,36.0,3
890000000.0,3,2,1,85.0,70.0,0
2360000000.0,4,3,2,182.0,135.0,3
2350000000.0,4,3,2,184.0,160.0,4
475000000.0,3,1,1,85.0,47.0,3
375000000.0,2,1,1,72.0,72.0,3
278000000.0,2,1,2,71.0,36.0,2
949000000.0,4,4,1,90.0,62.0,3
999000000.0,3,3,1,103.0,100.0,4
725000000.0,3,2,1,114.0,71.0,4
999000000.0,3,3,1,103.0,100.0,3
1600000000.0,3,3,1,146.0,120.0,3
750000000.0,3,2,1,102.0,70.0,3
999000000.0,3,3,1,103.0,100.0,3
725000000.0,3,2,2,114.0,71.0,4
999000000.0,4,4,1,103.0,100.0,4
1300000000.0,2,1,1,320.0,142.0,3
1300000000.0,5,6,1,320.0,142.0,3
1480000000.0,2,1,1,93.0,50.0,3
950000000.0,3,2,2,115.0,75.0,3
1500000000.0,3,2,1,112.0,80.0,3
690000000.0,3,1,1,138.0,138.0,0
1900000000.0,3,2,2,143.0,187.0,0
2400000000.0,5,5,2,123.0,170.0,4
255000000.0,2,1,1,73.0,36.0,3
235000000.0,2,1,1,73.0,30.0,3
1700000000.0,6,3,1,500.0,400.0,3
1100000000.0,3,3,1,112.0,103.0,0
610000000.0,2,1,1,90.0,55.0,0
1950000000.0,3,2,1,128.0,188.0,3
615000000.0,3,1,1,167.0,130.0,3
3100000000.0,13,13,4,223.0,250.0,3
785000000.0,2,2,1,96.0,65.0,3
400000000.0,2,1,1,80.0,45.0,0
610000000.0,2,1,1,90.0,55.0,0
2800000000.0,3,3,2,105.0,138.0,3
3200000000.0,4,3,1,143.0,180.0,3
1100000000.0,3,2,1,160.0,150.0,3
1400000000.0,3,2,1,174.0,150.0,3
435000000.0,2,1,1,101.0,45.0,3
357000000.0,2,1,1,99.0,36.0,3
725000000.0,3,2,1,87.0,80.0,3
961000000.0,3,3,2,107.0,80.0,3
750000000.0,2,1,1,111.0,76.0,3
5300000000.0,7,4,3,369.0,262.0,4
4500000000.0,4,2,1,410.0,350.0,3
560000000.0,2,2,1,104.0,75.0,3
665000000.0,3,2,1,125.0,60.0,3
1400000000.0,3,2,4,205.0,80.0,3
680000000.0,2,1,1,68.0,48.0,4
595000000.0,3,1,1,90.0,60.0,0
1500000000.0,3,3,1,150.0,145.0,3
750000000.0,3,2,1,130.0,60.0,3
664000000.0,5,3,1,166.0,100.0,4
1690000000.0,3,3,2,150.0,121.0,3
2540000000.0,4,4,2,175.0,130.0,4
750000000.0,3,1,1,103.0,61.0,3
475000000.0,2,1,1,104.0,60.0,3
5500000000.0,10,11,2,586.0,480.0,3
2300000000.0,3,3,2,126.0,130.0,3
299000000.0,2,1,1,88.0,36.0,3
2400000000.0,4,3,1,187.0,135.0,3
3100000000.0,3,3,1,120.0,213.0,3
2360000000.0,4,3,1,182.0,135.0,3
2480000000.0,4,3,1,196.0,136.0,3
2540000000.0,4,3,1,200.0,135.0,3
2400000000.0,4,3,1,187.0,135.0,3
2460000000.0,4,3,1,196.0,135.0,3
2430000000.0,4,3,1,192.0,135.0,3
299000000.0,2,1,1,88.0,36.0,3
1780000000.0,4,3,1,118.0,160.0,4
299000000.0,2,1,1,88.0,36.0,3
499000000.0,2,1,1,141.0,56.0,3
660000000.0,2,1,1,96.0,45.0,0
750000000.0,3,2,1,120.0,60.0,4
300000000.0,2,1,1,66.0,36.0,0
1450000000.0,3,3,1,100.0,100.0,3
750000000.0,3,2,1,125.0,78.0,3
395000000.0,2,1,1,72.0,38.0,0
593000000.0,2,1,1,76.0,50.0,3
1870000000.0,3,2,2,150.0,110.0,3
1490000000.0,5,3,1,115.0,156.0,4
2600000000.0,4,3,1,190.0,120.0,4
875000000.0,3,1,1,99.0,70.0,3
250000000.0,2,1,1,88.0,36.0,3
580000000.0,2,1,1,66.0,45.0,4
2600000000.0,3,2,1,200.0,190.0,3
1480000000.0,3,2,1,125.0,100.0,3
690000000.0,3,2,2,77.0,60.0,0
1820000000.0,3,2,1,140.0,158.0,4
730000000.0,3,2,1,100.0,85.0,3
808000000.0,3,2,2,78.0,70.0,0
675000000.0,2,1,2,85.0,45.0,0
2250000000.0,10,10,2,230.0,190.0,3
690000000.0,3,2,2,77.0,60.0,0
750000000.0,3,1,1,61.0,103.0,3
850000000.0,2,1,1,90.0,70.0,4
1800000000.0,4,2,1,168.0,140.0,3
3500000000.0,4,2,1,280.0,80.0,0
1100000000.0,1,1,4,149.0,70.0,4
3500000000.0,12,12,1,119.0,255.0,3
1780000000.0,4,3,1,118.0,160.0,0
1780000000.0,4,3,1,118.0,160.0,0
850000000.0,3,2,1,107.0,80.0,3
2530000000.0,4,3,2,175.0,130.0,4
375000000.0,2,1,1,72.0,72.0,3
1450000000.0,4,3,2,125.0,100.0,4
1340000000.0,3,2,2,103.0,100.0,4
375000000.0,2,1,1,72.0,72.0,3
2560000000.0,5,4,2,179.0,130.0,4
1380000000.0,3,2,1,107.0,100.0,3
1700000000.0,3,2,1,118.0,70.0,0
1650000000.0,3,3,1,130.0,130.0,3
520000000.0,2,1,1,90.0,50.0,3
1290000000.0,4,3,1,99.0,105.0,0
1290000000.0,4,3,1,99.0,105.0,0
645000000.0,3,1,1,93.0,60.0,0
645000000.0,3,1,1,93.0,60.0,0
235000000.0,2,1,1,73.0,30.0,3
1450000000.0,3,3,1,110.0,129.0,3
3500000000.0,13,13,1,215.0,260.0,3
1820000000.0,3,2,1,140.0,158.0,0
1290000000.0,4,3,1,99.0,105.0,0
1290000000.0,4,3,1,99.0,105.0,0
1290000000.0,4,3,1,99.0,105.0,0
1290000000.0,4,3,1,99.0,105.0,0
5000000000.0,4,4,1,193.0,300.0,3
592000000.0,2,1,1,104.0,50.0,3
2360000000.0,4,3,1,182.0,135.0,3
2700000000.0,4,3,1,213.0,135.0,4
1450000000.0,3,3,1,110.0,129.0,4
775000000.0,3,2,1,145.0,70.0,3
520000000.0,2,1,1,90.0,50.0,3
685000000.0,3,2,2,120.0,75.0,3
1850000000.0,2,2,1,405.0,123.0,3
3200000000.0,5,4,3,225.0,155.0,4
775000000.0,3,2,1,145.0,70.0,3
775000000.0,3,2,1,145.0,70.0,3
775000000.0,3,2,2,145.0,70.0,3
775000000.0,3,2,1,145.0,70.0,3
999000000.0,3,3,1,103.0,100.0,3
750000000.0,3,2,2,114.0,80.0,3
195000000.0,1,1,1,60.0,23.0,3
195000000.0,2,1,1,60.0,23.0,3
725000000.0,3,2,1,87.0,80.0,3
9600000000.0,14,14,4,662.0,515.0,3
227000000.0,2,1,1,60.0,28.0,3
275000000.0,2,1,1,70.0,36.0,0
2430000000.0,4,3,1,196.0,135.0,3
2450000000.0,4,3,1,187.0,135.0,3
155000000.0,2,1,1,88.0,36.0,3
2900000000.0,4,3,2,189.0,220.0,4
1450000000.0,3,3,2,105.0,90.0,3
1250000000.0,3,2,2,161.0,90.0,3
270000000.0,2,1,1,71.0,36.0,2
699000000.0,3,2,1,120.0,75.0,3
699000000.0,3,2,1,120.0,75.0,3
699000000.0,3,2,2,120.0,75.0,3
585000000.0,3,1,1,111.0,55.0,3
278000000.0,2,1,2,71.0,36.0,2
4750000000.0,5,5,2,267.0,340.0,4
379000000.0,2,1,1,94.0,36.0,3
2250000000.0,4,3,2,183.0,135.0,3
735000000.0,3,2,1,105.0,70.0,4
270000000.0,1,1,1,71.0,36.0,2
375000000.0,2,1,1,72.0,72.0,3
705000000.0,3,2,1,120.0,75.0,3
4300000000.0,4,3,1,280.0,185.0,3
1290000000.0,4,3,2,99.0,105.0,0
166000000.0,2,1,1,60.0,30.0,3
775000000.0,3,2,2,145.0,75.0,3
1350000000.0,3,3,1,106.0,90.0,3
425000000.0,2,1,1,107.0,55.0,0
425000000.0,2,2,1,107.0,55.0,0
425000000.0,2,2,1,107.0,55.0,0
1370000000.0,4,3,2,183.0,168.0,4
299000000.0,2,1,1,88.0,36.0,3
689000000.0,3,2,2,120.0,77.0,3
2000000000.0,3,3,1,125.0,169.0,3
1500000000.0,3,3,1,125.0,200.0,3
450000000.0,2,1,1,83.0,50.0,3
425000000.0,2,2,1,107.0,55.0,0
2680000000.0,4,4,1,127.0,100.0,3
575000000.0,3,1,1,100.0,70.0,3
1800000000.0,4,5,2,500.0,140.0,0
435000000.0,2,1,1,90.0,45.0,0
4800000000.0,7,8,1,223.0,513.0,3
2660000000.0,13,3,1,532.0,412.0,3
410000000.0,2,1,1,80.0,42.0,0
2160000000.0,17,4,1,304.0,210.0,0
335000000.0,2,1,1,60.0,36.0,0
260000000.0,2,1,1,88.0,40.0,0
757000000.0,2,1,1,95.0,57.0,3
2500000000.0,3,3,1,247.0,172.0,4
425000000.0,2,2,1,107.0,55.0,0
897000000.0,3,2,1,107.0,91.0,3
850000000.0,2,2,1,98.0,105.0,4
930000000.0,4,5,1,211.0,180.0,4
650000000.0,3,2,1,98.0,75.0,4
760000000.0,4,2,1,132.0,90.0,4
1800000000.0,3,2,1,120.0,84.0,3
985000000.0,2,2,1,125.0,132.0,4
875000000.0,3,2,1,133.0,83.0,3
550000000.0,6,3,1,94.0,94.0,0
6900000000.0,4,3,2,843.0,450.0,3
550000000.0,6,3,1,94.0,94.0,0
275000000.0,2,1,1,61.0,30.0,4
1500000000.0,5,4,1,144.0,250.0,3
899000000.0,3,4,1,100.0,98.0,0
630000000.0,3,2,1,104.0,64.0,3
2700000000.0,1,4,3,644.0,350.0,3
900000000.0,3,4,1,98.0,100.0,0
454000000.0,2,1,2,112.0,40.0,0
1940000000.0,3,3,2,102.0,138.0,3
278000000.0,2,1,2,71.0,36.0,4
1450000000.0,3,3,2,105.0,90.0,3
450000000.0,2,1,1,82.0,50.0,3
430000000.0,2,1,2,68.0,45.0,3
4500000000.0,13,13,10,235.0,470.0,3
585000000.0,3,1,2,111.0,55.0,3
5000000000.0,4,4,2,193.0,300.0,3
3500000000.0,14,13,3,215.0,260.0,3
1790000000.0,3,2,1,108.0,110.0,3
665000000.0,3,2,1,120.0,60.0,3
1780000000.0,4,3,2,118.0,160.0,3
500000000.0,3,2,1,104.0,80.0,3
580000000.0,2,1,2,98.0,45.0,3
1080000000.0,3,3,2,85.0,98.0,3
278000000.0,2,1,2,71.0,36.0,3
890000000.0,5,2,2,142.0,110.0,3
890000000.0,5,2,1,142.0,110.0,3
760000000.0,4,2,1,132.0,90.0,3
760000000.0,4,2,1,132.0,90.0,3
699000000.0,3,2,1,120.0,75.0,3
699000000.0,3,2,1,120.0,75.0,3
945000000.0,3,2,1,145.0,85.0,3
945000000.0,3,2,3,145.0,85.0,3
675000000.0,3,2,1,125.0,65.0,3
675000000.0,3,2,1,125.0,65.0,3
550000000.0,4,2,1,116.0,85.0,3
2500000000.0,4,3,2,169.0,200.0,3
2200000000.0,5,2,4,255.0,280.0,0
875000000.0,4,2,2,139.0,120.0,3
525000000.0,3,1,1,112.0,75.0,0
3900000000.0,5,3,2,203.0,280.0,3
1750000000.0,5,6,1,347.0,250.0,4
550000000.0,6,3,1,94.0,94.0,0
1200000000.0,3,3,2,101.0,961.5999999999917,0
850000000.0,3,1,1,99.0,70.0,3
1290000000.0,3,2,1,100.0,115.0,3
750000000.0,4,2,1,114.0,83.0,3
575000000.0,3,2,1,100.0,80.0,3
799000000.0,4,2,1,110.0,150.0,3
590000000.0,3,2,1,88.0,110.0,3
495000000.0,2,1,1,72.0,72.0,3
495000000.0,3,1,1,50.0,168.0,0
200000000.0,2,1,1,60.0,30.0,3
265000000.0,2,1,1,60.0,36.0,0
529000000.0,2,1,2,110.0,52.0,0
789000000.0,3,2,1,75.0,70.0,0
2600000000.0,4,5,3,150.0,190.0,3
2100000000.0,4,3,2,200.0,125.0,4
810000000.0,3,2,1,106.0,106.0,3
1650000000.0,3,3,2,230.0,67.0,3
1940000000.0,3,3,2,102.0,138.0,3
690000000.0,3,2,1,97.0,70.0,4
700000000.0,3,1,1,108.0,85.0,3
890000000.0,3,2,1,85.0,70.0,4
2430000000.0,4,3,1,192.0,135.0,3
2400000000.0,4,3,1,187.0,135.0,3
2490000000.0,4,3,1,200.0,135.0,3
2400000000.0,4,3,1,182.0,961.5999999999917,3
2650000000.0,4,3,1,213.0,135.0,3
675000000.0,2,1,1,85.0,45.0,4
155000000.0,2,1,1,88.0,36.0,3
954000000.0,2,1,1,115.0,50.0,0
835000000.0,3,2,1,102.0,65.0,0
397000000.0,2,1,2,101.0,42.0,3
1200000000.0,3,3,1,90.0,107.0,3
1650000000.0,3,2,2,154.0,110.0,0
227000000.0,2,1,1,60.0,28.0,4
1850000000.0,3,2,2,116.0,115.0,3
325000000.0,2,1,1,74.0,50.0,0
475000000.0,2,1,1,78.0,36.0,0
650000000.0,2,1,1,85.0,48.0,0
455000000.0,2,1,1,45.0,83.0,0
795000000.0,3,2,2,141.0,130.0,3
1290000000.0,4,3,1,99.0,105.0,0
1300000000.0,3,3,1,77.0,130.0,3
2130000000.0,3,2,1,111.0,107.0,3
4490000000.0,3,3,2,260.0,142.0,3
3370000000.0,3,3,3,166.0,135.0,3
2390000000.0,4,4,2,110.0,70.0,3
685000000.0,3,2,1,100.0,70.0,3
3300000000.0,3,2,2,148.0,135.0,3
1290000000.0,4,3,1,99.0,105.0,0
885000000.0,4,2,2,142.0,110.0,3
1720000000.0,3,2,2,93.0,75.0,3
270000000.0,2,1,1,61.0,30.0,3
675000000.0,2,1,1,85.0,45.0,4
260000000.0,2,1,2,71.0,36.0,3
255000000.0,1,2,1,62.0,40.0,4
195000000.0,1,1,1,60.0,28.0,4
80000000.0,3,2,1,84.0,84.0,4
790000000.0,3,2,2,77.0,60.0,0
549000000.0,2,1,1,90.0,45.0,3
585000000.0,2,1,1,80.0,55.0,3
1700000000.0,3,3,1,96.0,70.0,3
1500000000.0,5,3,2,115.0,156.0,3
280000000.0,2,1,1,100.0,100.0,1
4099999999.0,2,2,8,999.7599999999998,300.0,3
350000000.0,2,1,2,103.0,50.0,3
2970000000.0,12,12,2,210.0,250.0,3
598000000.0,2,1,1,90.0,40.0,3
675000000.0,2,1,1,85.0,45.0,0
1450000000.0,2,2,2,72.0,84.0,4
480000000.0,3,1,2,98.0,50.0,0
1950000000.0,3,3,1,128.0,188.0,3
2200000000.0,3,3,2,139.0,125.0,3
690000000.0,3,2,2,76.0,60.0,0
1800000000.0,3,2,2,150.0,110.0,0
850000000.0,3,2,1,100.0,80.0,3
5500000000.0,4,3,1,210.0,300.0,3
556000000.0,2,1,1,84.0,46.0,3
1820000000.0,3,3,1,110.0,129.0,3
1300000000.0,5,6,1,320.0,142.0,3
1390000000.0,3,2,1,103.0,90.0,3
435000000.0,2,1,1,90.0,45.0,0
1350000000.0,3,2,1,103.0,100.0,3
1350000000.0,3,2,1,103.0,100.0,3
495000000.0,3,1,3,168.0,50.0,0
1350000000.0,3,2,1,103.0,100.0,3
270000000.0,2,1,1,61.0,30.0,3
2230000000.0,4,3,1,186.0,125.0,3
2190000000.0,4,3,1,182.0,125.0,3
2290000000.0,4,3,1,196.0,125.0,3
2260000000.0,4,3,1,192.0,125.0,3
2320000000.0,4,3,1,200.0,125.0,3
3080000000.0,10,10,1,179.0,211.0,3
1650000000.0,3,3,2,230.0,67.0,3
1650000000.0,3,3,2,230.0,67.0,3
750000000.0,1,2,1,118.0,90.0,3
260000000.0,2,1,2,71.0,36.0,2
260000000.0,2,1,2,71.0,36.0,2
350000000.0,1,1,1,71.0,36.0,2
1820000000.0,3,2,1,140.0,158.0,3
1480000000.0,3,2,2,125.0,100.0,3
1820000000.0,3,2,1,140.0,158.0,4
1400000000.0,4,4,2,428.0,140.0,3
2250000000.0,4,3,2,183.0,135.0,3
350000000.0,2,1,1,104.0,50.0,3
3700000000.0,12,3,1,305.0,250.0,3
3700000000.0,12,3,1,305.0,250.0,3
1290000000.0,4,3,1,99.0,105.0,0
411000000.0,2,1,1,85.0,36.0,3
850000000.0,3,3,2,70.0,70.0,4
870000000.0,3,2,1,89.0,76.0,0
592000000.0,2,1,1,104.0,50.0,3
270000000.0,2,1,1,61.0,30.0,3
350000000.0,2,1,1,81.0,45.0,0
325000000.0,2,1,1,74.0,50.0,0
1600000000.0,4,2,1,109.0,190.0,0
1940000000.0,3,3,1,138.0,102.0,3
250000000.0,2,1,1,88.0,36.0,3
595000000.0,3,1,2,93.0,60.0,0
299000000.0,2,1,1,88.0,36.0,3
385000000.0,2,1,1,107.0,36.0,0
155000000.0,2,1,1,88.0,36.0,3
610000000.0,3,1,1,167.0,130.0,3
385000000.0,2,1,1,107.0,36.0,0
645000000.0,3,1,1,93.0,60.0,0
200000000.0,2,1,1,88.0,36.0,3
3550000000.0,5,5,1,334.0,135.0,3
645000000.0,3,1,1,93.0,60.0,0
1100000000.0,2,2,1,112.0,85.0,3
395000000.0,2,1,1,75.0,45.0,3
370000000.0,2,1,1,94.0,36.0,3
395000000.0,2,1,1,75.0,45.0,3
615000000.0,3,1,1,167.0,130.0,3
600000000.0,2,2,1,120.0,53.0,3
600000000.0,2,2,1,120.0,53.0,3
6000000000.0,3,5,15,999.7599999999998,450.0,3
700000000.0,3,1,1,108.0,85.0,3
700000000.0,3,1,1,108.0,85.0,3
500000000.0,2,2,1,112.0,48.0,3
550000000.0,2,1,1,102.0,45.0,3
299000000.0,2,1,1,88.0,36.0,3
2700000000.0,3,4,1,110.0,160.0,3
2990000000.0,4,4,1,200.0,210.0,3
3200000000.0,4,4,2,204.0,200.0,3
155000000.0,2,1,1,88.0,36.0,3
200000000.0,2,1,1,88.0,36.0,3
445000000.0,3,2,1,83.0,50.0,0
162000000.0,2,1,1,60.0,30.0,0
299000000.0,2,1,1,66.0,36.0,0
3500000000.0,5,4,4,430.0,350.0,3
3500000000.0,5,4,4,430.0,350.0,3
645000000.0,3,1,1,93.0,60.0,0
5500000000.0,4,5,2,193.0,300.0,3
4700000000.0,4,3,1,334.0,250.0,3
550000000.0,3,2,1,95.0,70.0,0
3500000000.0,5,3,2,430.0,530.0,3
765000000.0,3,2,1,118.0,80.0,3
1470000000.0,4,3,1,178.0,131.0,3
730000000.0,3,2,1,100.0,80.0,3
1490000000.0,4,3,1,126.0,170.0,3
498000000.0,3,2,1,90.0,65.0,3
775000000.0,3,2,1,145.0,80.0,3
1470000000.0,4,4,2,178.0,131.0,3
835000000.0,3,1,1,93.0,75.0,3
2500000000.0,4,3,2,123.0,200.0,4
2750000000.0,4,4,1,150.0,190.0,3
3090000000.0,4,3,1,279.0,299.0,3
2200000000.0,3,3,2,139.0,125.0,3
850000000.0,3,1,1,99.0,70.0,3
700000000.0,3,1,1,108.0,85.0,3
4000000000.0,4,3,1,184.0,300.0,3
645000000.0,3,1,1,93.0,60.0,0
1150000000.0,2,1,1,93.0,65.0,4
1500000000.0,10,10,1,100.0,150.0,0
3900000000.0,11,11,7,321.0,450.0,3
5950000000.0,6,4,2,355.0,376.0,3
450000000.0,5,2,1,72.0,70.0,0
990000000.0,3,2,1,120.0,120.0,3
897000000.0,3,2,1,107.0,91.0,3
5950000000.0,6,4,2,355.0,376.0,3
5500000000.0,4,4,1,193.0,300.0,3
700000000.0,3,1,1,108.0,85.0,3
700000000.0,3,1,1,108.0,85.0,3
835000000.0,3,2,1,102.0,65.0,0
1650000000.0,3,2,1,301.0,250.0,4
1450000000.0,5,3,2,125.0,156.0,4
550000000.0,2,1,1,100.0,50.0,3
7800000000.0,5,4,2,400.0,440.0,3
835000000.0,3,1,1,95.0,75.0,3
410000000.0,2,1,1,88.0,50.0,0
689000000.0,3,2,1,120.0,75.0,3
1170000000.0,3,2,1,115.0,90.0,3
765000000.0,3,2,1,145.0,85.0,3
730000000.0,3,2,1,100.0,80.0,3
1970000000.0,5,6,3,166.0,180.0,4
1940000000.0,3,2,2,150.0,110.0,4
1380000000.0,3,2,2,107.0,100.0,3
875000000.0,3,2,1,107.0,961.5999999999917,3
585000000.0,3,2,1,81.0,81.0,3
825000000.0,3,2,1,120.0,80.0,3
1600000000.0,3,3,1,122.0,200.0,3
760000000.0,3,2,1,107.0,100.0,3
685000000.0,3,2,1,98.0,75.0,3
1850000000.0,3,2,2,116.0,115.0,3
475000000.0,2,1,1,90.0,50.0,3
5950000000.0,6,3,2,355.0,376.0,3
275000000.0,2,1,1,71.0,36.0,2
275000000.0,2,1,1,71.0,36.0,2
3900000000.0,11,11,2,321.0,450.0,3
890000000.0,3,2,1,85.0,70.0,4
270000000.0,2,1,1,61.0,30.0,3
699000000.0,3,1,1,99.0,60.0,0
555000000.0,3,2,2,105.0,65.0,3
680000000.0,3,1,1,97.0,65.0,3
950000000.0,4,4,1,90.0,62.0,4
5300000000.0,7,4,1,369.0,262.0,4
675000000.0,2,1,1,85.0,45.0,4
756000000.0,3,2,2,104.0,60.0,3
1940000000.0,3,2,2,150.0,110.0,4
519000000.0,2,1,1,90.0,50.0,3
945000000.0,3,2,1,137.0,100.0,3
3800000000.0,13,11,6,235.0,465.0,3
2280000000.0,4,3,2,182.0,135.0,3
495000000.0,2,1,1,45.0,85.0,3
2980000000.0,11,11,1,179.0,211.0,3
475000000.0,2,1,1,80.0,45.0,0
1600000000.0,4,4,1,530.0,130.0,4
2880000000.0,11,11,1,208.0,207.0,3
2880000000.0,11,11,1,208.0,207.0,3
2000000000.0,6,5,2,254.0,300.0,4
999000000.0,3,3,1,103.0,100.0,4
1270000000.0,3,2,1,91.0,100.0,0
645000000.0,3,1,1,93.0,60.0,0
260000000.0,2,1,2,72.0,36.0,2
1270000000.0,3,2,1,91.0,100.0,0
1270000000.0,3,2,1,91.0,103.0,0
1270000000.0,3,3,1,91.0,100.0,0
255000000.0,2,1,1,71.0,36.0,3
2109999999.0,3,2,1,110.0,107.0,3
3870000000.0,3,3,2,204.0,142.0,3
3230000000.0,3,3,2,153.0,135.0,3
3500000000.0,6,5,1,220.0,250.0,4
3500000000.0,2,3,1,302.0,302.0,4
3100000000.0,7,7,2,335.0,191.0,3
775000000.0,3,2,2,136.0,90.0,3
450000000.0,2,1,1,82.0,50.0,3
825000000.0,3,2,1,163.0,90.0,3
1450000000.0,3,3,1,110.0,129.0,3
885000000.0,4,2,2,142.0,110.0,3
1820000000.0,3,2,1,140.0,158.0,4
775000000.0,2,2,1,118.0,100.0,3
690000000.0,3,2,2,78.0,60.0,0
260000000.0,2,1,2,72.0,36.0,2
1650000000.0,3,3,1,130.0,130.0,3
255000000.0,1,2,1,62.0,40.0,3
357000000.0,2,1,1,132.0,36.0,3
470000000.0,2,1,1,120.0,40.0,0
270000000.0,2,1,1,61.0,30.0,4
280000000.0,2,1,1,80.0,32.0,3
700000000.0,3,1,1,108.0,85.0,3
490000000.0,2,1,1,84.0,45.0,0
490000000.0,2,1,1,84.0,45.0,0
897000000.0,3,2,1,107.0,91.0,3
765000000.0,3,1,2,118.0,80.0,3
470000000.0,2,1,1,90.0,53.0,3
1000000000.0,3,4,2,135.0,180.0,3
260000000.0,2,1,2,72.0,36.0,2
407000000.0,2,1,1,108.0,42.0,3
407000000.0,2,1,1,108.0,42.0,3
235000000.0,2,1,1,73.0,30.0,3
875000000.0,5,3,1,91.0,95.0,3
875000000.0,3,2,1,85.0,70.0,3
875000000.0,3,1,1,90.0,64.0,4
680000000.0,2,2,2,91.0,51.0,3
845000000.0,3,2,1,164.0,90.0,3
2109999999.0,3,2,1,110.0,107.0,4
3870000000.0,3,3,2,204.0,142.0,4
3230000000.0,3,3,2,153.0,135.0,4
410000000.0,2,1,1,88.0,50.0,0
235000000.0,2,1,1,73.0,30.0,4
440000000.0,2,1,1,88.0,50.0,0
1170000000.0,3,2,1,115.0,90.0,3
3000000000.0,12,5,1,459.0,226.0,4
670000000.0,3,2,1,136.0,80.0,3
550000000.0,3,1,3,60.0,101.0,3
1250000000.0,3,2,2,180.0,90.0,3
559000000.0,2,1,1,84.0,46.0,3
550000000.0,2,1,1,85.0,45.0,0
550000000.0,2,1,1,85.0,45.0,0
675000000.0,2,2,1,82.0,160.0,0
1600000000.0,3,3,1,92.0,97.0,0
999000000.0,3,3,1,103.0,100.0,3
350000000.0,2,1,1,81.0,45.0,0
450000000.0,2,1,1,75.0,50.0,0
200000000.0,2,1,1,60.0,30.0,3
485000000.0,2,1,1,75.0,50.0,0
640000000.0,2,1,1,91.0,50.0,3
485000000.0,2,1,1,75.0,50.0,0
849000000.0,3,2,1,111.0,60.0,3
415000000.0,2,1,1,77.0,45.0,0
415000000.0,2,1,1,77.0,45.0,0
1400000000.0,4,4,1,428.0,140.0,3
545000000.0,2,1,1,85.0,45.0,3
545000000.0,2,1,1,85.0,45.0,3
5280000000.0,4,4,2,268.0,178.0,3
698000000.0,2,1,1,106.0,55.0,3
698000000.0,2,1,1,106.0,55.0,3
720000000.0,3,2,1,87.0,80.0,3
720000000.0,3,2,1,87.0,80.0,3
350000000.0,2,1,1,104.0,50.0,3
775000000.0,3,2,1,145.0,70.0,3
775000000.0,3,2,1,145.0,70.0,3
560000000.0,3,1,1,82.0,45.0,4
1500000000.0,5,3,1,158.0,220.0,3
450000000.0,2,2,1,54.0,103.0,0
480000000.0,2,1,1,108.0,42.0,3
2500000000.0,5,3,1,123.0,200.0,3
575000000.0,2,2,1,100.0,80.0,3
